id;icd_category_id;icd_code;icd_description;record_status
fc1ffc89-2064-4ffb-3152-c3cc4a477a68;b4a190b1-5d5b-1378-9dbd-ee31f2ed740e;B24;Unspecified human immunodeficiency virus [HIV] disease;A
d231ab25-80e4-05e9-6dab-e49b130781e;79461671-02de-9801-8855-1c67fd07318c;B25;Cytomegaloviral disease;A
723e6e26-96b9-2a67-281a-4d183e0a1fa;79461671-02de-9801-8855-1c67fd07318c;B25.0;Cytomegaloviral pneumonitis (J17.1*);A
329e3257-7d53-77b0-5196-379ab81c5287;79461671-02de-9801-8855-1c67fd07318c;B25.1;Cytomegaloviral hepatitis (K77.0*);A
1dc6323b-195b-127a-1636-2637be8743ce;79461671-02de-9801-8855-1c67fd07318c;B25.2;Cytomegaloviral pancreatitis (K87.1*);A
a64aada5-82fc-5fad-74bd-6693f58519bc;79461671-02de-9801-8855-1c67fd07318c;B25.8;Other cytomegaloviral diseases;A
3bef2da4-0a41-13d1-0681-333123bc1cc1;79461671-02de-9801-8855-1c67fd07318c;B25.9;Cytomegaloviral disease, unspecified;A
ec1369f5-9c0a-10ab-4862-08c103296ad5;79461671-02de-9801-8855-1c67fd07318c;B26;Mumps;A
b4e76032-73d2-a353-4214-04b0e6bca6a7;79461671-02de-9801-8855-1c67fd07318c;B26.0;Mumps orchitis (N51.1*);A
d63ca45d-0dcf-4a7a-8e62-88935f33507a;79461671-02de-9801-8855-1c67fd07318c;B26.1;Mumps meningitis (G02.0*);A
845d5861-21df-2da4-348d-14330df39595;79461671-02de-9801-8855-1c67fd07318c;B26.2;Mumps encephalitis (G05.1*);A
6331c715-2ae4-3c6b-357d-2e388c90873c;79461671-02de-9801-8855-1c67fd07318c;B26.3;Mumps pancreatitis (K87.1*);A
cf7fb8bb-1d3c-6b80-37bb-ef8a9cc4116c;79461671-02de-9801-8855-1c67fd07318c;B26.8;Mumps with other complications;A
6001f419-0c8e-4b3e-8176-51aef85c365d;79461671-02de-9801-8855-1c67fd07318c;B26.9;Mumps without complication;A
c7af1b7c-7c3b-599c-3983-580791406a9d;79461671-02de-9801-8855-1c67fd07318c;B27;Infectious mononucleosis;A
732ccfa5-54f2-9621-0bf4-038dfaa573de;79461671-02de-9801-8855-1c67fd07318c;B27.0;Gammaherpesviral mononucleosis;A
1d28c2c5-9603-a2b8-2796-717540837cea;79461671-02de-9801-8855-1c67fd07318c;B27.1;Cytomegaloviral mononucleosis;A
2e1a711e-55a0-23c3-11e6-4de0a423a0b5;79461671-02de-9801-8855-1c67fd07318c;B27.8;Other infectious mononucleosis;A
b2d5c34b-063c-2232-90eb-a948b503f7d;79461671-02de-9801-8855-1c67fd07318c;B27.9;Infectious mononucleosis, unspecified;A
1f655146-395c-69fe-0ff3-5aa49bb376e2;79461671-02de-9801-8855-1c67fd07318c;B30;Viral conjunctivitis;A
639fd7d9-4fc4-25c3-5c74-21a820282054;79461671-02de-9801-8855-1c67fd07318c;B30.0;Keratoconjunctivitis due to adenovirus (H19.2*);A
49fa4c78-4219-1fac-830a-64daebf36302;79461671-02de-9801-8855-1c67fd07318c;B30.1;Conjunctivitis due to adenovirus (H13.1*);A
5d0d9dd9-98c9-7eb8-3627-de778fab4351;79461671-02de-9801-8855-1c67fd07318c;B30.2;Viral pharyngoconjunctivitis;A
e6fd2cc6-44ae-26da-6ef3-4f661ad94f04;79461671-02de-9801-8855-1c67fd07318c;B30.3;Acute epidemic haemorrhagic conjunctivitis (enteroviral) (H13.1*);A
1c0bd220-1dc3-919b-8a0a-76397b1f6b7f;79461671-02de-9801-8855-1c67fd07318c;B30.8;Other viral conjunctivitis (H13.1*);A
aced701b-27ca-78ff-8872-8d96b6f2715b;79461671-02de-9801-8855-1c67fd07318c;B30.9;Viral conjunctivitis, unspecified;A
0ce1424a-1825-085c-3e37-28c3955437cd;79461671-02de-9801-8855-1c67fd07318c;B33;Other viral diseases, not elsewhere classified;A
1c18c8b9-6e2c-2474-0034-5a30ff423027;79461671-02de-9801-8855-1c67fd07318c;B33.0;Epidemic myalgia;A
3975ff3d-0631-8d53-0d24-1afbc3d29342;79461671-02de-9801-8855-1c67fd07318c;B33.1;Ross River disease;A
2604da69-0a7f-8029-15cc-087c456b6af9;79461671-02de-9801-8855-1c67fd07318c;B33.2;Viral carditis;A
02fa3d4e-5316-2801-426f-2e6d2f8777f1;79461671-02de-9801-8855-1c67fd07318c;B33.3;Retrovirus infections, not elsewhere classified;A
705517a4-17f5-005f-0d49-90bef271237f;79461671-02de-9801-8855-1c67fd07318c;B33.4;Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS] (J17.1*);A
6a1a1a50-4fc5-8df6-339b-5539b6e87658;79461671-02de-9801-8855-1c67fd07318c;B33.8;Other specified viral diseases;A
23f5ed39-09b3-4520-4d88-668e908b88e7;79461671-02de-9801-8855-1c67fd07318c;B34;Viral infection of unspecified site;A
94c69002-87db-1702-00f0-0fec0a9c712b;79461671-02de-9801-8855-1c67fd07318c;B34.0;Adenovirus infection, unspecified site;A
3c1a8e05-9d4a-a387-797e-fabbef5e9d53;79461671-02de-9801-8855-1c67fd07318c;B34.1;Enterovirus infection, unspecified site;A
6042418f-9878-3691-1d3d-972c6ee63ad8;79461671-02de-9801-8855-1c67fd07318c;B34.2;Coronavirus infection, unspecified site;A
1a49d7a6-14c5-379a-8b71-c249eca776ba;79461671-02de-9801-8855-1c67fd07318c;B34.3;Parvovirus infection, unspecified site;A
de96027f-949b-5c68-323f-d13043ed6ba2;79461671-02de-9801-8855-1c67fd07318c;B34.4;Papovavirus infection, unspecified site;A
c30ca011-63e1-461c-6b17-04791d264606;79461671-02de-9801-8855-1c67fd07318c;B34.8;Other viral infections of unspecified site;A
d2d1b718-3c92-7062-1eda-cdb508966b1;79461671-02de-9801-8855-1c67fd07318c;B34.9;Viral infection, unspecified;A
d41ae752-209b-888c-3a9f-8bbbf43b6d83;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B35;Dermatophytosis;A
fd52d9b7-1f43-7b54-62bb-50f899ea2053;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B35.0;Tinea barbae and tinea capitis;A
2bdc47a4-65c4-3844-124e-3ce5f5b1397a;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B35.1;Tinea unguium;A
9cb2acab-7a9a-15b2-1295-fed8e2abdec;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B35.2;Tinea manuum;A
04e65de5-1d67-547d-59b1-b6016e7e5d8c;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B35.3;Tinea pedis;A
a4b7e8d7-63e2-52ed-7fe4-c5a2defd7f9f;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B35.4;Tinea corporis;A
e55717f7-6157-887a-3c7d-1be8c7457b79;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B35.5;Tinea imbricata;A
70d37071-92d7-4594-7212-7c25b15ba43c;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B35.6;Tinea cruris;A
1b085622-493a-3544-0b19-ea74dfdd61f2;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B35.8;Other dermatophytoses;A
d372860c-1c8e-0087-01f5-f0a0288e44d8;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B35.9;Dermatophytosis, unspecified;A
8d01e644-7392-8d31-5d42-0fa733498cd4;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B36;Other superficial mycoses;A
eacedac2-45e3-256b-1c04-f8399b123ebf;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B36.0;Pityriasis versicolor;A
4f63a9b7-2329-2b8a-67fc-dcba839d7218;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B36.1;Tinea nigra;A
93e02fd9-5a7d-2742-40dd-9dc4e0077e40;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B36.2;White piedra;A
a795be79-5cbe-2564-62a6-625dc5105b84;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B36.3;Black piedra;A
3168a28a-2633-5657-9c1c-4ec06e5c5fda;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B36.8;Other specified superficial mycoses;A
8297e2a4-49ef-3349-737e-1fd92c239f47;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B36.9;Superficial mycosis, unspecified;A
212eca1c-74ed-6a6f-4780-58598adb2136;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B37;Candidiasis;A
77ee5efd-8adf-45d4-222c-82bc1e008d28;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B37.0;Candidal stomatitis;A
490050af-6531-002b-9331-66c2aeb11b0b;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B37.1;Pulmonary candidiasis;A
d40437d6-9fbe-225d-8e9d-633a6597c95;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B37.2;Candidiasis of skin and nail;A
95246716-53ac-a682-11e7-0b52d9994bcd;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B37.3;Candidiasis of vulva and vagina (N77.1*);A
51cc6577-6abf-5e30-2516-4f7fabf642a;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B37.4;Candidiasis of other urogenital sites;A
fde7497a-262b-6cee-54f8-4cd86d8fa1f3;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B37.5;Candidal meningitis (G02.1*);A
d475d669-574d-7444-7625-bc5015005798;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B37.6;Candidal endocarditis (I39.8*);A
c4e3d096-3c10-69ee-5eb1-88cd4ebf9268;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B37.7;Candidal sepsis;A
ad9990cf-0f30-08da-458c-32b9d1a52134;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B37.8;Candidiasis of other sites;A
54371f53-843c-3170-72e3-82e35e233de9;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B37.9;Candidiasis, unspecified;A
c974fc54-1c1a-7f49-735b-a74e5d8036bc;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B38;Coccidioidomycosis;A
f82b4f3d-2f9a-95d0-3336-ee34f20c6038;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B38.0;Acute pulmonary coccidioidomycosis;A
df8efac6-1be6-07b6-500f-2cf5cf862a0b;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B38.1;Chronic pulmonary coccidioidomycosis;A
0625c5ba-8faa-4534-5c5c-71e4b50638a1;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B38.2;Pulmonary coccidioidomycosis, unspecified;A
fe73aeca-9d6a-03bf-3db3-a31bf0a57ab7;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B38.3;Cutaneous coccidioidomycosis;A
2fe07d17-51ed-03dc-3cc3-4af1c96a7af2;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B38.4;Coccidioidomycosis meningitis (G02.1*);A
cf4cabc5-05b4-374d-1fd7-1704208023d8;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B38.7;Disseminated coccidioidomycosis;A
4814925e-8640-7099-a7c2-02ee6813a220;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B38.8;Other forms of coccidioidomycosis;A
4a755e48-26dc-2538-934d-a8331e8415bb;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B38.9;Coccidioidomycosis, unspecified;A
1b869d2e-3f3a-1366-967d-03cc876424f9;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B39;Histoplasmosis;A
153c7ba0-625b-913b-3983-0b5894004484;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B39.0;Acute pulmonary histoplasmosis capsulati;A
09510121-09a0-52e2-5fbc-ebf4a0631b9e;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B39.1;Chronic pulmonary histoplasmosis capsulati;A
1933ee70-70fe-9517-219f-254e5a054cc4;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B39.2;Pulmonary histoplasmosis capsulati, unspecified;A
4cb221f6-3cfd-2b65-0c05-f801d0fdf5a;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B39.3;Disseminated histoplasmosis capsulati;A
8f029813-a27b-975f-957c-907f2ca5235d;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B39.4;Histoplasmosis capsulati, unspecified;A
b667df51-0891-076c-8501-ce6981b12c2c;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B39.5;Histoplasmosis duboisii;A
6461f655-2493-91a7-764c-11b229e55cd2;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B39.9;Histoplasmosis, unspecified;A
b2eb26a2-95ac-4dc6-0697-907ed7e112ab;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B40;Blastomycosis;A
82d10dac-9f33-74bb-7d8a-5da6475a470a;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B40.0;Acute pulmonary blastomycosis;A
f41b2992-6be1-66ef-294e-6c5a8f581f86;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B40.1;Chronic pulmonary blastomycosis;A
e512faaa-07a6-2cab-10cd-73cfe9965c4b;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B40.2;Pulmonary blastomycosis, unspecified;A
f56cdeb9-93e1-00a1-9cdc-3ff5aa1793e0;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B40.3;Cutaneous blastomycosis;A
7dc3d76c-2753-22e9-00b6-ab57def983c1;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B40.7;Disseminated blastomycosis;A
43060dfd-7342-5c59-1b6e-f8db95232138;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B40.8;Other forms of blastomycosis;A
ed52b1fd-0eac-855c-334d-4a5cf77d5719;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B40.9;Blastomycosis, unspecified;A
ce4cab53-5817-26a3-8f5e-2508c93b23ce;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B41;Paracoccidioidomycosis;A
035ed076-1b2f-8d43-2797-67acc69aa273;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B41.0;Pulmonary paracoccidioidomycosis;A
cb42f0ca-8916-9c4a-7678-1440649f2fd7;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B41.7;Disseminated paracoccidioidomycosis;A
25e3a7a3-680e-91af-7752-f9338caf3f84;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B41.8;Other forms of paracoccidioidomycosis;A
47123e3c-14ca-789b-260c-d4fb6a295f1d;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B41.9;Paracoccidioidomycosis, unspecified;A
37e7208d-32cc-567f-058e-0e3712e19ecf;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B42;Sporotrichosis;A
538d8b74-8f83-00ea-7652-b4a279f6416b;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B42.0;Pulmonary sporotrichosis (J99.8*);A
a39055ee-2a5c-9301-4bf6-758b20238099;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B42.1;Lymphocutaneous sporotrichosis;A
44221946-76b5-9d2e-0b59-e09edb453cb4;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B42.7;Disseminated sporotrichosis;A
6c2ba123-2f76-787f-0db4-ebc2dbcf3fad;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B42.8;Other forms of sporotrichosis;A
09f7380f-714e-a05c-8201-c17900dba76a;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B42.9;Sporotrichosis, unspecified;A
446d9b52-0d3b-2679-27fe-a078bdf589b5;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B43;Chromomycosis and phaeomycotic abscess;A
4b7d95f6-4c32-2fa5-666d-989f413a4806;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B43.0;Cutaneous chromomycosis;A
6ea436ef-6d05-9af7-29eb-486f972a2473;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B43.1;Phaeomycotic brain abscess;A
e7419e00-6364-8de1-2333-ea04b0c1444f;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B43.2;Subcutaneous phaeomycotic abscess and cyst;A
05483663-10a5-199f-197d-b595ad0d7b66;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B43.8;Other forms of chromomycosis;A
87e01e4b-16aa-4c45-63c8-6e743bca419d;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B43.9;Chromomycosis, unspecified;A
05bcb143-0e92-2e49-82a9-ce265afd6c67;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B44;Aspergillosis;A
09022d50-402b-2268-2fe5-66e107841a8b;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B44.0;Invasive pulmonary aspergillosis;A
17dd00e0-11db-57a1-9397-10262cc81b75;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B44.1;Other pulmonary aspergillosis;A
05e136eb-074f-430b-2691-bed53117570c;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B44.2;Tonsillar aspergillosis;A
d84594e0-785c-8447-2648-1670b5288b86;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B44.7;Disseminated aspergillosis;A
fc6336a5-225d-8e8e-1637-411022e21f35;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B44.8;Other forms of aspergillosis;A
723ca2e6-5ad0-9a40-40f4-111021a58ad9;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B44.9;Aspergillosis, unspecified;A
926c69e5-8661-7fd7-9a8f-c1e549936385;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B45;Cryptococcosis;A
bfa63387-5379-542a-04e3-55f9c49d9d40;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B45.0;Pulmonary cryptococcosis;A
9a946fa7-a780-5ee8-65e8-312cbb7b48b1;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B45.1;Cerebral cryptococcosis;A
3bd7ea87-92fa-3f19-02e3-147d12b66fc9;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B45.2;Cutaneous cryptococcosis;A
42cc6486-1d23-5574-7d3a-873c7e1327db;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B45.3;Osseous cryptococcosis;A
db40eb5b-48bc-2f9c-11d2-45312be324c;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B45.7;Disseminated cryptococcosis;A
9d193df5-615a-2126-559b-42d8330f1c49;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B45.8;Other forms of cryptococcosis;A
0847a009-308a-170c-5f6f-3435e7836eb9;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B45.9;Cryptococcosis, unspecified;A
8844bfda-1502-2896-8916-c5bb2615677b;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B46;Zygomycosis;A
3a61666a-405f-29b6-2719-4e5334fc365a;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B46.0;Pulmonary mucormycosis;A
7a730cdc-1019-781b-6e24-54723b6d580f;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B46.1;Rhinocerebral mucormycosis;A
8b44d5f2-7f0f-161f-7c0b-272f906ea517;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B46.2;Gastrointestinal mucormycosis;A
c92bdcd0-6d9f-63af-7fae-ac132c8e5422;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B46.3;Cutaneous mucormycosis;A
c5d91a32-7086-806b-4c38-41ecc469a2a0;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B46.4;Disseminated mucormycosis;A
4654fd72-9c87-1143-3ced-1ae5a7b2a0d9;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B46.5;Mucormycosis, unspecified;A
a686567c-83ed-9f3f-4b05-0968b6e957a4;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B46.8;Other zygomycoses;A
7ac1c814-12c8-9d3c-3157-69b419f58322;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B46.9;Zygomycosis, unspecified;A
a83c2c59-3972-3fb9-7d5d-4b50f645d0a;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B47;Mycetoma;A
ead0a7b8-3209-7b32-282e-77321dc7a577;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B47.0;Eumycetoma;A
d401aa1c-41c1-8085-202a-63af3e74164b;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B47.1;Actinomycetoma;A
c44c20a1-695d-37a3-4986-271723cc866f;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B47.9;Mycetoma, unspecified;A
1dd664d6-a39d-2567-506b-bfd1345da6da;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B48;Other mycoses, not elsewhere classified;A
5350aaf5-2204-9496-39d4-1dcc4b5163a5;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B48.0;Lobomycosis;A
955b09bd-4a4f-1f62-44dd-9fefab7c1cc2;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B48.1;Rhinosporidiosis;A
ecb3aef4-13b7-357f-1e1f-7beebd257d97;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B48.2;Allescheriasis;A
8de01467-05af-69bb-9d12-1b89cbccfe6;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B48.3;Geotrichosis;A
c8bcb4bd-346b-83cb-3768-ea7c93d11acb;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B48.4;Penicillosis;A
74ee2d6a-4cba-1068-5599-7bd1a4be9f03;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B48.7;Opportunistic mycoses;A
563569e8-1cb1-14d2-7223-bd4c142a8b00;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B48.8;Other specified mycoses;A
6f216b18-7565-3d07-21e3-649bbb6e441a;34f9948b-2a28-562c-2d1c-49a2cc4543aa;B49;Unspecified mycosis;A
7d1376aa-12c2-422c-34e6-451530027d98;9910c901-6613-0438-52d3-d452d0725e93;B50;Plasmodium falciparum malaria;A
7f20cd6c-196b-5c2d-8f27-05b4e3db77e2;9910c901-6613-0438-52d3-d452d0725e93;B50.0;Plasmodium falciparum malaria with cerebral complications;A
694315bd-418d-0f86-1b9c-24f28fa5384a;9910c901-6613-0438-52d3-d452d0725e93;B50.8;Other severe and complicated Plasmodium falciparum malaria;A
7a690e7c-2897-07fc-21b3-b99eb1a08c1b;9910c901-6613-0438-52d3-d452d0725e93;B50.9;Plasmodium falciparum malaria, unspecified;A
745d386b-7f63-03aa-87d9-73efedc2869;9910c901-6613-0438-52d3-d452d0725e93;B51;Plasmodium vivax malaria;A
e784b76b-99e8-8c33-9a15-9a23e5df7dd4;9910c901-6613-0438-52d3-d452d0725e93;B51.0;Plasmodium vivax malaria with rupture of spleen;A
c88f611e-0085-a0c6-58ac-3065edb5714d;9910c901-6613-0438-52d3-d452d0725e93;B51.8;Plasmodium vivax malaria with other complications;A
1e5d6b22-7b23-8302-3700-1a40c6a951e3;9910c901-6613-0438-52d3-d452d0725e93;B51.9;Plasmodium vivax malaria without complication;A
b188a153-5169-4028-8912-9bc7526639b9;9910c901-6613-0438-52d3-d452d0725e93;B52;Plasmodium malariae malaria;A
01ca8c1f-5939-90f0-311f-ab8fc7dc5ea2;9910c901-6613-0438-52d3-d452d0725e93;B52.0;Plasmodium malariae malaria with nephropathy;A
beac41d5-1bb7-066d-6d4b-527b726678af;9910c901-6613-0438-52d3-d452d0725e93;B52.8;Plasmodium malariae malaria with other complications;A
5f5cc914-9ecf-102d-2882-ceadad5c48a;9910c901-6613-0438-52d3-d452d0725e93;B52.9;Plasmodium malariae malaria without complication;A
2ab0c357-6a9a-2f29-22eb-f4e151c8a1f4;9910c901-6613-0438-52d3-d452d0725e93;B53;Other parasitologically confirmed malaria;A
8fdfab1c-20da-1a42-0a52-f8a1a59b5781;9910c901-6613-0438-52d3-d452d0725e93;B53.0;Plasmodium ovale malaria;A
17ac5e8a-80de-6e83-45b1-a8f441ac4cf0;9910c901-6613-0438-52d3-d452d0725e93;B53.1;Malaria due to simian plasmodia;A
43d959fb-5b7e-6d60-68a0-3c7a321c316a;9910c901-6613-0438-52d3-d452d0725e93;B53.8;Other parasitologically confirmed malaria, not elsewhere classified;A
e6eb1c20-02e1-864b-0c88-99c113ab21fa;9910c901-6613-0438-52d3-d452d0725e93;B54;Unspecified malaria;A
016d1f21-6942-1855-a24e-6bcb739f468b;9910c901-6613-0438-52d3-d452d0725e93;B55;Leishmaniasis;A
4d2388d9-14a2-8926-8fc9-d017b5bd7603;9910c901-6613-0438-52d3-d452d0725e93;B55.0;Visceral leishmaniasis;A
599589c1-a705-1fad-a12e-ca4353ae1c59;9910c901-6613-0438-52d3-d452d0725e93;B55.1;Cutaneous leishmaniasis;A
dc381aba-5ee1-5418-794e-a823701b8911;9910c901-6613-0438-52d3-d452d0725e93;B55.2;Mucocutaneous leishmaniasis;A
74935443-6d1a-61f3-95cc-e634238c70b4;9910c901-6613-0438-52d3-d452d0725e93;B55.9;Leishmaniasis, unspecified;A
ac63c5e6-40ae-9ed5-4352-71998f573b37;9910c901-6613-0438-52d3-d452d0725e93;B56;African trypanosomiasis;A
6f603fa9-8cb9-41e5-a29f-18955a3463d0;9910c901-6613-0438-52d3-d452d0725e93;B56.0;Gambiense trypanosomiasis;A
73d6648d-93a1-6e30-8689-78e4b3e55d73;9910c901-6613-0438-52d3-d452d0725e93;B56.1;Rhodesiense trypanosomiasis;A
7ff90621-01fe-84b3-18a2-7ca286f09230;9910c901-6613-0438-52d3-d452d0725e93;B56.9;African trypanosomiasis, unspecified;A
6736f585-7295-1fae-59af-b27bfcde9d1c;9910c901-6613-0438-52d3-d452d0725e93;B57;Chagas' disease;A
84b3b364-623c-a0ea-6e81-36c6c38d546d;9910c901-6613-0438-52d3-d452d0725e93;B57.0;Acute Chagas' disease with heart involvement (I41.2*, I98.1*);A
cb572cf7-3f96-2891-2353-2504d2636c64;9910c901-6613-0438-52d3-d452d0725e93;B57.1;Acute Chagas' disease without heart involvement;A
723f3f02-16d4-2464-3d45-1191638f2338;9910c901-6613-0438-52d3-d452d0725e93;B57.2;Chagas' disease (chronic) with heart involvement;A
8a6f5abb-46e2-23d6-5989-1c24d3d9738b;9910c901-6613-0438-52d3-d452d0725e93;B57.3;Chagas' disease (chronic) with digestive system involvement;A
9137cffb-4545-47a5-4cb6-ef736a08701d;9910c901-6613-0438-52d3-d452d0725e93;B57.4;Chagas' disease (chronic) with nervous system involvement;A
95c238f3-98e0-9cca-a439-c553c0f9a558;9910c901-6613-0438-52d3-d452d0725e93;B57.5;Chagas' disease (chronic) with other organ involvement;A
fbcc8a30-3192-8c3b-807e-99ffedb54cdb;9910c901-6613-0438-52d3-d452d0725e93;B58;Toxoplasmosis;A
e3aa7594-a144-9347-00ca-3623f8675975;9910c901-6613-0438-52d3-d452d0725e93;B58.0;Toxoplasma oculopathy;A
0d4dfde8-0f43-318c-7e56-e6d96fef2699;9910c901-6613-0438-52d3-d452d0725e93;B58.1;Toxoplasma hepatitis (K77.0*);A
4794c540-2192-6060-79d4-3d7101506f24;9910c901-6613-0438-52d3-d452d0725e93;B58.2;Toxoplasma meningoencephalitis (G05.2*);A
c96e95a7-9171-2c38-3485-1ac1f76d1129;9910c901-6613-0438-52d3-d452d0725e93;B58.3;Pulmonary toxoplasmosis (J17.3*);A
c8bb1ea5-1aef-7051-89cd-d40fdb6639df;9910c901-6613-0438-52d3-d452d0725e93;B58.8;Toxoplasmosis with other organ involvement;A
96747477-584d-a106-396f-f743a9e4985a;9910c901-6613-0438-52d3-d452d0725e93;B58.9;Toxoplasmosis, unspecified;A
6901666a-570c-94bc-8b40-d100acf6a428;9910c901-6613-0438-52d3-d452d0725e93;B59;Pneumocystosis (J17.3*);A
6d06e316-3871-8f3d-017a-97f79b71500d;9910c901-6613-0438-52d3-d452d0725e93;B60;Other protozoal diseases, not elsewhere classified;A
